-2.596,1.56,2,0,-1.249,0.656,-1.095,1.292,-0.55,1.006,-0.15,-0.553,1,3,0,10
-3.604,0.235,2,0,-0.836,1.786,-0.153,1.642,-0.096,0.488,-0.524,-1.003,2,3,0,0
-3.171,0.49,1,0,-1.128,0.911,-0.388,2.014,-0.212,0.707,-0.551,-0.187,2,2,0,1
-2.302,0.85,0,0,-1.646,0.455,-0.488,1.491,-0.617,0.819,-0.887,-0.08,1,3,0,2
-2.368,1.727,1,0,-1.556,1.162,-0.819,0.941,-0.572,0.345,-0.279,-0.736,3,2,0,3
-3.141,1.873,2,0,-1.131,0.941,-0.759,1.224,-0.354,0.016,-0.218,-0.568,1,0,0,4
-3.065,2.372,0,0,-1.002,0.496,-1.295,0.86,0.327,-0.404,0.067,-0.155,2,3,0,5
-3.473,2.178,1,0,-0.82,0.706,-1.71,0.779,0.422,0.351,0.426,-0.267,3,2,0,6
-4.238,2.437,1,0,0.036,1.158,-2.127,0.554,0.12,0.823,0.565,-0.293,2,3,0,7
-3.546,1.258,0,0,-1.227,0.823,-0.702,1.734,-0.397,1.333,-0.277,0.013,1,2,1,8
-3.869,1.86,2,0,-1.646,1.612,0.044,1.531,-0.493,0.862,-0.106,-1.001,2,3,0,9
-2.666,1.516,1,0,-1.198,0.741,-1.066,1.24,-0.574,0.965,-0.13,-0.711,2,3,0,10
-4.102,0.209,1,0,0.414,0.423,0.985,1.434,0.663,0.036,-0.784,-0.668,2,2,0,0
-1.372,-0.03,0,0,-1.003,-0.388,-0.471,1.141,0.654,0.823,0.558,0.043,1,2,0,1
